jobTitle,postedDate,jobDescription,jobUrl
Software Developer- Mobile Application (Flutter),12-Jan-23,"<p>As a Mobile Application Developer, you will be responsible in ensuring the successful delivery of the various products and solutions within estimated time frames. Provide technical advice and recommendations for software solutions and practices</p><p><strong>You will play an important role in:</strong></p><ul><li>Participate in deployment of system including user requirement scoping, design, coding, testing and implementation.</li><li>Maintain and support existing system.</li><li>Ensure the performance, quality, and responsiveness of applications</li><li>Knowledge of building reusable Widgets, and optimization.</li><li>Work closely with the Product, UX/UI and Backend teams to design, build new products, platforms and features.</li></ul><p><strong>Job Requirement</strong></p><ul><li>Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.</li><li>At least 2 year(s) of working experience in the related field is required for this position.</li><li>Required Skills: Flutter.</li><li>Required language(s): English, Bahasa Malaysia.</li></ul><p><strong>How this career will benefit you?</strong></p><ul><li>Flexible, fun and young working environment which allows you to give your own ideas and implement them for the workplace.</li><li>Parking Full Claim</li><li>Phone Allowance</li><li>Annual Leave (16days/year)</li><li>Medical Benefit (Applicable to Dental, Optical and others)</li><li>Annual Bonus</li><li>Annual Trip</li><li>Excellent Team Building Events</li><li>Salary Increment (Review from time-to-time)</li></ul>",https://www.jobstreet.com.my/en/job/software-developer-mobile-application-flutter-5243873
Senior Software Engineer (iOS/Android/Web),17-Jan-23,"<ul><li>Design &amp; build advanced applications for <strong>iOS/Android/Web</strong> platform</li><li>Design and code for scalable applications that support a big user base of millions.</li><li>Feedback in architectural, design, and product discussions.</li><li>Unit-test code for robustness, including edge cases, usability, and general reliability.</li><li>Continuously discover, evaluate, and implement new technologies to maximize development efficiency.</li><li>Take initiative to upgrade your skills and try new technology trends and share the same with the team.</li><li>Solid understanding of the full mobile development life cycle.</li><li>Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.</li></ul><p><strong>Skill and Experience:</strong></p><ul><li>3+ Years of experience working with</li><li style=""margin-left:30px""><strong>iOS </strong>platform with Swift, Objective-C, OOPS, Cocoa Touch, XCode</li><li style=""margin-left:30px""><strong>Android</strong> platform with Kotlin, Java, OOPS, Android Studio</li><li style=""margin-left:30px""><strong>Opensource web</strong> platform with Python, Django, NodeJS, Celery, Ejabberd and skill in JavaScript, HTML, CSS, AngularJS, ReactJS, uWSGI, Nginx, Apache</li><li>Experience working with remote data via REST and JSON</li><li>Experience with third-party libraries and APIs.</li><li>Experience in HealthCare, iOT, Artificial Intelligence, Bluetooth Integration, IEEE11073 will be a plus.</li></ul><p>*Ony open to Malaysian</p>",https://www.jobstreet.com.my/en/job/senior-software-engineer-ios-android-web-5248782
Android Developer (Junior / Senior),5-Jan-23,"<p>As an Android developer, you will be responsible for designing and building applications for mobile devices running Android-native operating software.</p><p>You are involved in designing and coding the base application, ensuring the quality of the application, fixing application bugs, maintaining the code, and implementing application updates.</p><p>The hired candidate will be based in Iskandar Puteri, Johor, Malaysia and reports to Android Team Lead, based in Singapore.</p><p><strong>Roles and Responsibilities</strong></p><ul><li>Develop performant and secure Android applications with payment solutions</li><li>Design, implement the new-user features of our mobile application.</li><li>Produce robust and maintainable code, clear documentation, and deliver high quality work on a tight schedule.</li><li>Agile development using Scrum with code versioning using Git</li><li>Collaborate with various teams for gathering requirements on design/enhancement of in-house solutions</li><li>Collaborate with UI/UX Designers, as well as Software Testers, to ensure that each app is presentable and in perfect working order</li><li>Troubleshoot and provide solutions to complex problems</li></ul><p><strong>Technical Skills</strong></p><ul><li>Proficient in Koitlin/Java</li><li>Familiar with push notifications mechanism (<strong>Firebase FCM</strong>)</li></ul><p><strong>Requirements</strong></p><ul><li>At least 0-2 years of Android App Development experience</li><li>Degree in Computer Science/Computer Engineering/Information Technology or any other related fields</li><li>Good command of English</li><li>Familiar with Agile scrum methodology and related software (Jira, Confluence)</li><li>Familiar with code versioning tools, eg. Git/Gitlab/SourceTree</li><li>Strong knowledge of REST APIs and JSON</li><li>Experience with third-party libraries and SDKs integration</li><li>Good knowledge with <strong>Android SDK</strong> and SDLC</li><li>Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies</li><li>Strong analytical and problem-solving skills</li><li>Prior experience in developing payment applications highly advantageous</li><li>Comfortable picking up and maintaining code developed by previous developers</li><li>Ability to support when needed out of office hours</li></ul>",https://www.jobstreet.com.my/en/job/android-developer-junior-senior-10312881/origin/sg
Accessory Manager iOS App,18-Jan-23,"<p>IOS Application Developers are encouraged to apply for the position.</p><p>1. Complete the architecture overhaul of the existing iOS App.</p><p>2. Re-implement for new architecture with full functionalities (equivalent to Accessory Manager Android App)</p><p>(a) Firmware update.</p><p>(b) Language pack update.</p><p>(c) WM500 and WP300 support (with GAIA v2).</p><p>(d) WM800 support (with GAIA v3).</p><p>(e) Online Help Guide.</p><p>3. Provide iOS Swift training to other engineers to ramp up iOS swift mobile application development. The scope includes:</p><p>(a) Beginner and essential training on the iOS swift.</p><p>(b) XCode app development and debugging.</p><p>(c) App release to App Store.</p><p>Requirement</p><p>Bachelor/Master’s Degree in Computer Science or Computer Engineering or equivalent.</p><p>At least 3 years or more experience in iOS swift development.</p><p>(Optional) Have experience in Android mobile application software development, design, and prototyping.</p><p>Work in an Agile/Scrum environment to deliver high-quality software against aggressive schedules.</p><p>Writing clean, maintainable code and performing peer code-reviews.</p><p>Establish architectural principles, select design patterns, and then mentor team members on their appropriate application.</p><p>Contribute best-in-class programming skills to develop highly innovative, consumer-facing iOS apps.</p><p>Work with other team members to investigate design approaches, prototype new technology, and evaluate technical feasibility.</p><p>Adept fluency in English</p>",https://www.jobstreet.com.my/en/job/accessory-manager-ios-app-5220359
Front-End Developer (Client App Android Mobile) [ID:570271] *Hybrid Working mode*,12-Jan-23,<p>Salary is negotiable depending on the experience</p><p><strong>Front-End Developer (Client App Android Mobile)</strong></p><p><strong>Job responsibilities:</strong></p><ul><li>Use a variety of programming languages in order to create user-friendly web pages</li><li>Maintain and improve the company website</li><li>Work in a multidisciplinary team with other professionals such as back-end developers and web designers</li><li>Build high-quality mockups and design different prototypes</li><li>Provide high-quality graphics and visual elements</li><li>Optimize our web applications for maximum speed</li><li>Design mobile-based features</li><li>Get feedback from users and customers</li><li>Make suggestions for better solutions to problems</li></ul><p><strong>Requirement:</strong></p><ul><li>BA in Computer Science or a similar relevant field</li><li>Min 1 year of experience as a Front-end Developer</li><li>Good knowledge of browser troubleshooting and debugging practices and techniques</li><li>Knowledge of some SEO principles</li><li><strong>Knowledge of Java 1.8+</strong></li><li>Critical thinking and problem-solving skills</li><li>Team player</li><li>Good organizational and time-management skills</li><li>Great interpersonal and communication skills</li></ul>,https://www.jobstreet.com.my/en/job/front-end-developer-client-app-android-mobile-%5Bid%3A570271%5D-*hybrid-working-mode*-5245091
Junior Mobile Developer - iOS,5-Jan-23,"<p>As an iOS developer, you will be responsible for designing and building applications for mobile devices running native iOS operating software. </p><p>You will be involved in designing and coding the base application, ensuring the quality of the application, fixing application bugs, maintaining the code, and implementing application updates.</p><p>The hired candidate will be based in Iskandar Puteri, Johor, Malaysia and reports to iOS Team Lead, based in Singapore.</p><p><strong>Responsibilities</strong></p><ul><li>Develop native iOS mobile applications with clear, well-documented and easy to maintain code</li><li>Participate in and contribute to all phases of the application development life cycle</li><li>Translating designs and wireframes into high quality code</li><li>Agile development using Scrum with code versioning using Git</li><li>Collaborate with various teams for gathering requirements on design/ enhancement of in-house solutions</li><li>Maintain and enhance the app security and performance where needed</li></ul><p><strong>Technical Skills</strong></p><ul><li>Swift/Objective-C</li><li>Restful APIs</li></ul><p><strong>Requirements</strong></p><ul><li><strong>0 - 3 years</strong> of relevant Mobile Development experience</li><li>Degree / Diploma in Software Engineering</li><li>Solid understanding of iOS Application life cycle.</li><li>·Good level understanding of object-oriented programming, unit testing, and modern architectural design.</li><li>·Familiarity with RESTful APIs.</li><li>Code-debugging skills are required</li><li>Familiar with Agile development, Git workflow, unit testing is advantageous</li><li>Prior experience in developing payment applications highly advantageous</li></ul>",https://www.jobstreet.com.my/en/job/junior-mobile-developer-ios-10312933/origin/sg
Developer,9-Jan-23,"<p><strong>Responsibilities</strong></p><ul><li>Participate in the end-to-end software development life cycle for the (web/mobile) application (frontend/backend) and/or system (client-side and server-side)</li><li>Design and implementation of the overall application and system development</li><li>Maintain quality and optimization to ensure responsiveness and cross-platform compatibility</li><li>Prepare documentations, including user guide and others</li><li>Work closely with the Development Team and/or Team Leaders in Malaysia &amp; Hong Kong to ensure project deliverables</li></ul><p><strong>Requirements</strong></p><ul><li>(Higher) Diploma holder in Information Technology, Computer Science or related disciplines</li><li>1+ years hands-on experience on web-based application development</li><li>Experience in application development in <strong><u>one or more</u></strong> of the technologies:</li><li style=""margin-left:30px"">Frontend</li><li style=""margin-left:60px"">HTML5, CSS3, JavaScript, VueJS and/or ReactJS and/or AngularJS, TypeScript or</li><li style=""margin-left:30px"">Backend</li><li style=""margin-left:60px"">NodeJS and/or PHP, TypeScript or</li><li style=""margin-left:30px"">Mobile</li><li style=""margin-left:60px"">Hybrid Mobile (Ionic and/or Flutter) or</li><li style=""margin-left:60px"">Native xCode (Swift or Object-C) or</li><li style=""margin-left:60px"">Native Android Studio (Java or Kotlin) or others</li><li>Knowledge of API &amp; database design</li><li>Knowledge of MVC &amp; multi-tier architecture, object-oriented &amp; design patterns</li><li>Knowledge of version control on GitLab or others</li><li>Knowledge of database on MongoDB, MySQL or others</li><li>Knowledge of integration with 3rd party plugins and APIs (REST/RESTful) or others</li><li>Experience in mobile development is a plus</li><li>Experience in open source (WordPress/Drupal/Odoo) is a plus</li><li>Experience in CI/CD methodologies and implementation is a plus</li><li>Willing to follow development standards and best practices (code style &amp; quality)</li><li>Willing to stay updated with emerging technologies and industry trends</li><li>Fluent in English (Cantonese &amp; Mandarin is a plus)</li><li>Team player with good communication and interpersonal skills</li><li>Self-motivated, dynamic and able to work with challenges</li><li>Interested, innovative and passion in IT field</li><li>Candidate with more experience will be considered as (Senior) Full Stack Developer</li></ul><p><strong>What We are</strong></p><p>Marvelconnect is an innovative company and has more than 10 years of experience since founded. We provide various innovative technology services, from traditional mobile apps and websites to the latest AI, Machine Learning, Big Data, and IoT. Marvelconnect has always been a trustworthy partner and service provider to our clients around the globe. We are located in Hong Kong, Taiwan, Malaysia &amp; Singapore.</p><p><strong>What We Offer</strong></p><p>We are a Hong Kong based software company looking for developers from Malaysia to work in our Kuala Lumpur branch. If you are interested in IT industry and software development, welcome to join us!</p><p>An attractive remuneration package will commensurate your experience and qualification</p><ul><li>5 working days (Monday to Friday)</li><li>EPF, SOCSO, EIS</li><li>Annual Leave, Public Holiday</li><li>Medical Leave, Hospitalization Leave</li><li>Marriage Leave, Maternity Leave, Paternity Leave</li><li>Company Trip, Career Development, Work Life Balance</li></ul><p><strong>Join us</strong></p><p>Please submit your application and complete online application https://forms.gle/BmrVG5yFXNCMMwSJA</p>",https://www.jobstreet.com.my/en/job/developer-5239162
IOS Developer based in Kuala Lumpur (12 months contract),13-Jan-23,"<p><strong>Responsibilities</strong></p><ul><li>Design, build, and test mobile applications for iOS platform while being involved in the full mobile application lifecycle.</li><li>Ensure written codes are of high quality, maintainable, and adherent to set standards.</li><li>Follow best practices related to development, and change management procedures</li><li>Ensure that requirement specifications are followed and aim for enhanced user experience.</li><li>Perform development tasks individually and with teams as needed.</li></ul><p><strong>Required Skills:</strong></p><ul><li>Minimum Degree in Information Technology or related discipline</li><li><strong>Minimum 3 years relevant experience in iOS development with Swift.</strong></li><li>Experienced involvement in full mobile application development life cycle  </li><li>Proficiency in of <strong>iOS SDK, Swift, Git, SQL, Web Service Integration, Object-oriented programming</strong>.</li><li>Experience with App store submissions</li><li>Nice to have: <strong>Amadeus / Navitaire / airline global distribution syste</strong>ms</li><li>Strong in problem-solving and analytical skills</li><li>Contract for 12 months renewable based on performance </li></ul>",https://www.jobstreet.com.my/en/job/ios-developer-based-in-kuala-lumpur-12-months-contract-5246584
Mobile Developer (Native Android and Flutter),10-Jan-23,"<p>Our client is a well-renowned tech solution provider, with multiple joint-ventures with the government, and several other corporate MNC clients under its belt. They are currently looking to expand their team with a new mobile developer role to aid in their journey to enrich lives through smart technology.</p><p><strong>Job Highlights:</strong></p><ul><li>Great career progression opportunities, with ample of room for growth &amp; success</li><li>Fun &amp; Diverse Team, with a motto of work hard and play even harder!</li><li>Staff incentives &amp; rewards</li><li>Dealing with projects related to Big Data, Machine-Learning, Deep Learning, and Artificial Intelligence</li></ul><p><strong>Job Responsibilities:</strong></p><ul><li>Developing customer facing mobile applications with high volume and high-reliability requirements</li><li>Work and collaborate closely with Back-end developer, Solution Architect and UX UI designer</li><li>Developing and implementing mobile applications based on project &amp; product requirements</li><li>Writing functional, clean, and scalable code on both native and flutter codes</li><li>Write high quality and maintainable code on open-source web platforms and frameworks</li><li>Improve software quality using XP practices such as code review and unit testing</li><li>Creating security and data protection settings for mobile app</li></ul><p><strong>Job Requirements:</strong></p><ul><li>A Bachelor's or Master's degree in AI, computer science, or related disciplines</li><li>Programming Languages: Java, Kotlin, Dart</li><li>Framework: Native Android, Flutter</li><li>Solid background in AI and machine learning, with an experience in Open Source DevOps tools and software as a service solution</li><li>Development and implementation of AI and machine learning algorithms</li></ul><p><strong>How to Apply:</strong></p><p>Please apply along with your personal portfolio which ideally showcases some of the past projects that you have contributed to, and with your latest resume attached as well.</p><p>Aaron Tan: R22104642</p>",https://www.jobstreet.com.my/en/job/mobile-developer-native-android-and-flutter-10328034/origin/sg
Senior Software Developer (Full Stack),12-Jan-23,"<p><strong>Key Responsibilities</strong></p><ul><li>Lead development of our mobile apps</li><li>Collaborate with team to build groundbreaking applications and rapidly iterate features for our existing platform</li><li>Participate in all aspects of the agile development process, including scoping, detailed design, effort estimation, coding, testing, debugging, maintenance and support</li><li>Write code at every level – from the UI, to the backend services, to the databases and tools</li><li>Document your work and provide peer feedback</li></ul><p><strong>Skills &amp; Requirements</strong></p><ul><li>Minimum of 3 years of industry experience doing Full Stack software development</li><li>Expert level in mobile software development (Android/Windows/iOS) &amp; deployed on the AppStore/Google Play</li><li>Understanding of RESTful API design</li><li>Firm understanding of Flutter, TypeScript, JavaScript, and HTML5/CSS3 standards</li><li>Demonstrated ability to deliver web-based services that meet business requirements</li><li>Has shipped mobile apps using cross platform tool or native</li><li>Proficient with MySQL, AzureSQL or related DBMS platform</li><li>Experience with Azure cloud, Devops, Git and CI/CD tools</li><li>Smart and gets things done - you have a can-do attitude for anything from server setup and build maintenance through to QA and feature delivery</li><li>Ability to write readable code, create extensive documentation for existing code, and refactor the previously written code into readable state.</li></ul><p><strong>Education &amp; Experience</strong></p><ul><li>Degree in Computer Engineer, Computer Science or Bachelor’s degree in Computer Engineering, Computer Science plus equivalent work experience</li></ul>",https://www.jobstreet.com.my/en/job/senior-software-developer-full-stack-5214555
"Mobile Developer / Senior Mobile Developer (MYR 5,400 - MYR 10,000)",12-Jan-23,"<p>You will join our IT team which is always buzzing with new ideas and incentive to innovate. Consisting of IT specialists who have diverse skills in website and mobile development, the team members also bring with them cross-market experience, having worked on projects locally and also across the other markets in the Group. If you are hungry for new experiences and you cannot wait to think of the next best way to achieve our mission statement, “To help investors around the world invest globally and profitably”, this is the place for you.</p><p><strong>What we need you to do?</strong></p><ul><li>Contribute to our mobile apps.</li><li>Integrate with our backend services to make sure we are delivering a great mobile user experience that’s super-fast for end users.</li><li>Help improve code quality through writing unit tests, automation and performing code reviews.</li><li>Participate in brainstorming sessions and have the chance to contribute innovative and original ideas to our technology, algorithms and product.</li><li>Work with the product and design team to understand end-user requirements and use cases, then translate that into a pragmatic and effective technical solution.</li><li>Dive into difficult problems and successfully deliver results within a schedule.</li></ul><p><strong>To succeed in this role, we will need you to have: </strong></p><ul><li>Bachelor’s Degree in Computer Science or related field.</li><li>Experience in Android/iOS application development.</li><li>Must be analytical, self-driven and proactive in keeping up with new technologies and programming languages.</li><li>Must have excellent problem solving skills and love technical challenges.</li><li>Must be able to take initiative to be productive and efficient.</li><li>Fresh Graduates? As long as you are willing to learn, we will consider your application! </li></ul><p><strong>Extra points when we assess your applications:</strong></p><ul><li>Ability to showcase apps developed previously.</li><li>Knowledge and exposure in modern frameworks (Angular/Flutter).</li></ul><p><strong>What you will get when you join us:</strong></p><ul><li>Game room with PS4, FIFA19 and Foosball at all time.</li><li>Vending machines with various snacks and drinks for you to choose. Coffee machine with fresh brew Expresso, Americano, Latte and many more at your choice. Weekly Fruits Day and Monthly Ice-cream day too!</li><li>Movie Day, Outdoor activities, Celebration during festive seasons and many more!</li><li>0% sales charge if you invest thru our platform.</li><li>Competitive Salary (way above market rate if you the right potential!)</li><li>Insurance and medical coverage</li><li>Sports allowance, Yearly department gathering and welcome dinner for new staffs.</li><li>21 days Annual Leave</li><li>Salary up to RM 6,000 for top graduates!</li></ul><p>Applicants are invited to email us a comprehensive resume with the following details via ""<strong>Apply Now</strong>"" button with:</p><ul><li>Qualifications</li><li>Skills</li><li>Working Experience</li><li>Expected Salary</li></ul><p>All applications will be treated in strict confidence. We regret that only shortlisted applicants will be notified.</p><p>Note: Job responsibilities / requirements are representative and are not intended to be a detailed list. Other tasks/abilities may be required of the incumbent, relative to the specific assignment.</p>",https://www.jobstreet.com.my/en/job/mobile-developer-senior-mobile-developer-myr-5-400-myr-10-000-5244616
Full Stack JS & App Developer (React + React Native + NodeJS),13-Jan-23,"<p><strong>EUROPEAN COMPANY extending its operations to Malaysia</strong></p><p>Prospire BV is a dynamic and passionate software development company from The Netherlands that helps fast-growing start-ups and scale-ups within the European Union accelerate their technical growth.</p><p>We are currently seeking a <strong>Full Stack Javascript Developer </strong>who demonstrates the following skills and brings the following experience:</p><ul><li>1+ recent years of experience developing and orchestrating the architecture of modern websites and applications – start to finish.</li><li>Proficient in:</li><li>JS frontend frameworks (Vue, React, Svelte)</li><li>Mobile app framework (React Native, Flutter)</li><li>Backend technologies (NodeJS, Express, NestJs)</li><li>Mastery of version control systems, such as Git, to work collaboratively with other developers.</li><li>Strong written and verbal communication skills, with the confidence to express ideas as part of a creative team, including the ability to articulate technical phrases into easily understandable lay terms. Written and verbal excellency in English is a must.</li><li>Able to proactively identify issues, troubleshoot and analytically solve problems.</li><li>Highly developed soft skills</li><li>Proactive, solution-oriented and able to effectively manage relationships, both internally and externally.</li><li>Able to meet deadlines and think strategically.</li><li>Able to respond positively to client and peer criticism and feedback</li></ul><p><strong>Essential Duties:</strong></p><ul><li>Consult with project management, design and content teams in internally and client-facing contexts. Present options, pros and cons, and sound rationale.</li><li>Generate ideas with team members and offer insightful solutions.</li><li>Write testable, scalable and efficient code and lead code reviews.</li><li>Collaborate with other team members to resolve technical and design issues.</li><li>Integrate data from various 3rd-party services and databases.</li><li>Meet tight deadlines with a cool head.</li><li><br /></li></ul><p><strong>Location</strong>: Remote / On location</p><p><strong>Job Type</strong>: Full-time</p><p><strong>Salary:</strong> From RM5,000.00 to RM12,000.00 per month</p><p><strong>Benefits:</strong></p><ul><li>Flexible schedule</li><li>Maternity leave</li><li>Opportunities for promotion</li><li>Parental leave</li><li>Professional development</li><li>Work from home</li></ul><p><strong>Schedule:</strong></p><ul><li>Flexible hours</li><li>Monday to Friday</li></ul><p><strong>Supplemental pay types:</strong></p><ul><li>Yearly bonus</li></ul><p><strong>Language:</strong></p><ul><li>English (Required)</li></ul><br />",https://www.jobstreet.com.my/en/job/full-stack-js-app-developer-react-react-native-nodejs-5246688
