jobTitle,postedDate,jobDescription,jobUrl
Account Payable Executive (Project Accounting),2-Feb-23,"<p><strong>Client Background: </strong>Company was founded in 2011 in Malaysia by a group of industry veterans using their vast experience to create various advanced security, communication and automation solutions. They set top quality benchmarks for the control room industry in Malaysia. Similar successes were repeated in various other fields within the company’s expertise.</p><p><strong>Industry: </strong>IT</p><p><strong>Location: </strong>Puchong</p><p><strong>Headcount: 1</strong></p><p><strong>Position Title: </strong>AP Executive</p><p><strong>Tenure: </strong>Permanent</p><p><strong>Responsibilities:</strong></p><ul><li>Record all the tax invoices, debit note, credit note from suppliers into system (5 companies).</li><li>Identify sub-contractor progress claims (monthly) (2 Companies).</li><li>Deal with PIC for sub-contractor progress claims invoices, IPA &amp; IPC (2 companies).</li><li>Prepare payment voucher to Project suppliers, Sub contractor, other creditors and petty cash reimbursement (5 companies).</li><li>Monthly analysis on supplier reconciliation (5 Companies).</li><li>File all the supplier’s invoices for audit &amp; tax purpose (5 Companies).</li><li>Ensure payments are completed accurately and timely manner.</li><li>Solve discrepancy between purchase order/Good Received Note and invoice.</li><li>Review report and vendor reconciliation and act on overdue open items.</li><li>Prepare utility and fixed expenses report.</li><li>Prepare monthly forecast payment for 3 months cash flow forecast.</li><li>Prepare monthly creditor aging (3 companies).</li><li>Responsible for ensuring KPIs for Account payable are met, these include timely processing and payment of invoices.</li><li>Handling Petty Cash.</li></ul><p>General Ledger</p><ul><li>Monthly Intercompany Reconciliation.</li><li>Update fixed assets listing and do assets tagging.</li><li>Do journal entries for fixed assets &amp; payroll.</li><li>File all the general journals for audit &amp; tax purpose.</li><li>Finalise monthly account and prepare management report for Seetech, TST &amp; Infinite Evolution.</li><li>Finalise monthly accounts for TSI in excel.</li><li>Assist in tender for providing financial information.</li><li>Liaise with external parties such as Company Secretary, auditors, tax agents and bank for related matters.</li><li>To perform any other duties assigned from time to time.</li></ul><p><strong>Skills and Requirements:</strong></p><ul><li>Candidate must possess at least university Degree/Full professional qualification with at least 5 years of relevant working experience in a similar capacity.</li><li>Preferably in Project accounting or construction accounting.</li><li>Advanced in Microsoft Excel – vlookup, index and match &amp; pivot table.</li><li>Familiar with Accounting Software especially ERP software (SAP B1).</li></ul>",https://www.jobstreet.com.my/en/job/account-payable-executive-project-accounting-5264867
Project Executive,1-Feb-23,"<p><strong>So what is your role?</strong></p><ul><li>To promote company services and prospecting new clients.</li><li>Must be able to handle customer relations management, maintain good relationship with clients.</li><li>Must be able to prepare presentations and present to clients.</li><li>Well organize and preparation before show and on-site for project management.</li><li>Must be self initiative and follow up with client on projects before and after sales.</li><li>Sourcing and comparing vendor quotations in order to prepare costing and quotation to clients.</li><li>Handle other ad-hoc matters from time to time assigned by superior or management.</li></ul><p><strong>Who are we looking for?</strong></p><ul><li>Candidate must possess at least a Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Post Graduate Diploma or Professional Degree in Event Management, Marketing, Mass Communications or equivalent.</li><li>Required language(s): Bahasa Malaysia, Mandarin, English.</li><li>Applicants must be willing to work in Fraser Business Park, KL City area.</li><li>Applicants must possess own transport and willing to travel outstation / overseas for projects.</li><li>At least 1 year of working experience in relevant industries.</li><li>Able to work long hours and during weekends or public holiday if needed.</li><li>Able to work under pressure in meeting deadline.</li><li>Self confident, positive thinking, persistent, target oriented, enthusiastic.</li><li>Competent in MS Office software: MS Office Word, MS Office Excel, MS Office Power Point.</li><li>Preferably young enthusiastic.</li><li>2 Full time positions available only.</li><li>Immediate availability preferred.</li><li>Passionate about sales</li></ul><p><strong>What do we provide to you for you to succeed?</strong></p><ul><li>You will be remunerated with <strong>Good Basic Salary</strong> based on experience.</li><li><strong>Annual Bonus</strong></li><li>Your<strong> Medical Claim</strong> Are On Us.</li><li><strong>Teambuilding activities and Company Trip</strong>? Yeah! we have it here.</li><li><strong>Bored with traffic jam early in the morning?</strong> No worry. Here you may start at 10am &amp; 5 days office working hours!</li><li><strong>High Commission</strong> + Performance Bonus + Travel allowance + Unlimited growth opportunities.</li><li>EPF &amp; SOCSO benefits </li><li>Medical claim</li><li>Travel Insurance </li></ul>",https://www.jobstreet.com.my/en/job/project-executive-5249759
Project Executive/ Business Analyst,20-Jan-23,"<p>Seeking Project Executive to manage project teams, produce quality work, and meet project deadlines.</p><p><strong><u>Responsibilities:</u></strong></p><p>- Manage projects to enhance customer experiences and business processes.</p><p>- Interact with all levels of management and stakeholders to determine business requirements &amp; responsible for performing quality assurance operational reviews.</p><p>- Monitoring the overall project progress and ensuring projects are completed on time, safely within budget and of acceptable quality standards.</p><p>- To control quality during User Acceptance Test.</p><p>- Communicate and engage effectively with clients on the progress of the project.</p><p>- Managing coordination of the team engaged in project work.</p><p>- Attend project meetings and distributes minutes.</p><p>- Liaise and assist Sales Team on new projects.</p><p>- Manage external expectations.</p><p>- Collaborates closely with customers’ project manager.</p><p>- Coordinating internal resources and vendors for the execution of projects.</p><p>- Problem-solving – thinks within clearly defined policies, principles and specific objectives. Differing situations require the identification of issues, the application of judgment, and the selection of solutions within the area of expertise and acquired knowledge.</p><p>- Ensure resource availability and allocation.</p><p>- Proactively suggesting and implementing best practices and improvements in team.</p><p><strong><u>Requirements:</u></strong></p><p>- Bachelor’s Degree in computer science or Information Technology or any related field.</p><p>- Must have good command of English, both spoken and written, good communication and interpersonal skills.</p><p>- Knowledge of Microsoft SQL databases would be an added advantage.</p><p>- Strong analysis, design and problem-solving skills.</p><p>- Strong written and verbal communication skills. Able to communicate effectively at all levels of employees and possess excellent presentation skills.</p><p>- Strong MS Office and documentation skills.</p><p>- Ability to acquire new skills and apply these in challenging environments and supportive jobs.</p><p>- Preferably detailed &amp; independent person as well as a strong team player.</p><p>- Required skill: MS Office, Project Management Tool, Basic coding knowledge with project management experience will be added value.</p><p>- Preferable Mandarin/Cantonese speaking talents with initiative &amp; own transport, traveling is required within Klang Valley.</p><p>- Willingness to work long hours and against very tough timelines and goals during peak periods.</p>",https://www.jobstreet.com.my/en/job/project-executive-business-analyst-5253673
Project Coordinator,11-Jan-23,"<p>We are looking for an organized, detail-oriented individual to join our team as a Project Coordinator. The responsibilities of the job include overseeing software solutions projects from start to finish, giving customer presentations, and writing project proposals.</p><p><u>Responsibilities: </u></p><ul><li>To be able to managed critical project components including project integration, scope, time, cost, quality, communication and risk through all phases of the systems project implementation life cycle.</li><li>To manage all aspects of development and implementation of assigned projects and provides single point of contact with internal resources, clients third party/vendor for those projects </li><li>To be able to define project scope and objectives, to developed detailed work plans, schedules, project timelines and resources plans</li><li>To escalate potential risks/issues together with proposed mitigation plan and/or recommendations</li><li>To produce relevant documentations in compliance with Project Governance requirements and standards.</li><li>Delivering completed solutions to clients and performing regular checks on the solutions performance.</li><li>Ensure proper project Close-out including (but not limited to) lessons learnt, evaluations and conducting face-to-face review with project team on performance (in the project).</li></ul><p><u>Job Requirements:</u></p><ul><li>A Bachelor's degree in Computer Studies, Information Technology or related field.</li><li>Minimum 3 years of experience working in and end to end IT project management role with direct accountability for project budgets and timelines</li><li>Good understanding in project management methodology such as Agile / SCRUM</li><li>Strong communication &amp; problem solving skills and stakeholders relationship management</li><li>Demonstrated learning agility in ambiguous and unfamiliar situations</li></ul>",https://www.jobstreet.com.my/en/job/project-coordinator-5243018
Business Development & Project Executive,25-Jan-23,"<p>We are looking for an energetic and dynamic candidates to support our Business Development &amp; Project team as Business Development &amp; Project Executive to be based in Shah Alam, Selangor.</p><p>Potential candidates must have a degree in business management or project management and has some experiences managing projects with estimated cost of RM300k and above.</p><p>List of tasks are as follows;-</p><p><strong><u>Business Development</u></strong></p><ul><li>Build and sustain a strong partnership pipeline with healthcare, social, government or corporate institutions</li><li>Effectively articulate Primakasih’s value propositions to our present and future partners</li><li>Able to engage and build trusted relationships across multiple stakeholders</li><li>Serve as a “business partner” to our client, facilitating through needs-finding through to project implementation</li><li>Actively identify needs amongst our partners, and build a business case around it through effective market research</li><li>Collaborate with internal teams to launch new services or features</li></ul><p><strong><u>Project Management</u></strong></p><ul><li>Planning the work to be done, getting the necessary personnel, and assigning the right duties to the right people</li><li>Coordinating tasks by different people on different sites to ensure uniformity upon project completion</li><li>Ensuring timely completion of the project to build client trust while avoiding unnecessary wastages</li><li>Working within the budget by adequately estimating the costs and cutting unnecessary expenses</li><li>Procuring and allocating resources to ensure there is no shortage while avoiding any unnecessary delays caused by management decisions</li><li>Managing both internal and external risks within the project’s lifetime, such as poor planning designs, and government policies, which directly or indirectly affect the project </li></ul>",https://www.jobstreet.com.my/en/job/business-development-project-executive-5252915
"Finance Project & System Accountant, Senior Executive",14 hours ago,"<p><strong><u>Job Summary:</u></strong></p><p>As the Finance Project &amp; System Accountant, you will be supporting and delivering a variety of regulatory and business projects. In addition, you will be supporting the finance teams across the Zurich finance systems landscape. This will include technical assistance for system issues, system enhancements, User Acceptance Testing, and continuous improvement.</p><p><strong><u>Key Accountabilities:</u></strong></p><ul><li>Takes accountability for a successful implementation of low/medium complexity local projects, sub-projects or phases of a larger project and select appropriate processes required to ensures that the overall project objectives are clearly defined and met.</li><li>They adapt to and apply different delivery approaches and perform, with appropriate support, project management processes to initiate, plan, execute, monitor, and control as well as close a project in accordance with Zurich project management frameworks and policies.</li><li>Provide support across Finance in relation to system issue, system/process improvement and information flows impacting Finance systems, accounting, and process flows.</li></ul><p><strong><u>Qualification, Experience &amp; Knowledge:</u></strong></p><p>Qualifications:</p><ul><li>University degree or degree in business administration or degree in finance/accounting, or professional qualification in accountancy</li><li>PMP certified</li></ul><p>Experience:</p><ul><li>Financial Systems experience in a large corporate environment</li><li>2+ years Project Management experience</li><li>Good understanding of Finance processes and accounting standards</li><li>Insurance experience will be advantageous</li></ul><p>Knowledge:</p><ul><li>Auditing principles &amp; standards</li><li>IFRS/GAAP/Statutory accounting standard</li><li>Insurance or financial services industry practices</li><li>Basic understanding of IT platforms, applications, and related technology</li><li>Project management would be an added advantage</li><li>Advance in written and spoken English and Bahasa Malaysia</li><li>Strong computer skills (especially MS Office &amp; MS Power BI)</li><li>Presentation Skills</li></ul><p>Non-Technical Competencies :</p><ul><li>Able to meet deadlines and work under pressure</li><li>Continuous improvement mindset</li><li>Strong attention to detail and a curious nature.</li><li>The ability to work on your own initiative.</li><li>Strong problem-solving skills</li><li>Proactive and flexible approach, ability to work effectively with multiple priorities in parallel</li></ul>",https://www.jobstreet.com.my/en/job/finance-project-system-accountant-senior-executive-5267092
PROJECT MANAGER,28-Jan-23,"<p><strong>BOSS SOLUTIONS</strong> is one of the largest <strong>Human Capital Management Solution (HCMS) companies </strong>in the country, spanning across many different industries, including manufacturing, retail, banking, insurance, packaging, logistic, universities, and hospitals. We are working with the latest technologies and certified to deliver cloud innovations. We make sure that everything we produce is of a consistently high quality so that our customers are delighted, and our employees can be proud of where they work. For every service we deliver, we want the name Boss Solutions to be a guarantee of excellence, and we want you to be part of that.</p><p>We recognize that our people are the driving force behind our success, so we invest heavily to ensure they reach their full potential, offering access to the latest technologies as well as certified training and ongoing professional development. At Boss Solutions you will always have an opportunity to improve your skills and enhance your career.</p><p>Providing an unparalleled company culture, we will help you to be the best that you can be. From access to the latest technology, training and accreditation to keep you at the top of your game, through to flexible working to fit your lifestyle and health and well-being initiatives to keep you feeling great, you’ll be your best you at Boss Solutions.</p><p><strong>As a team:</strong></p><p>You'll learn, grow and advance in an innovative culture that thrives on shared success, diverse ways of thinking and enables boundary less opportunities that can drive your career in new and exciting ways.</p><p>If you’re looking for a challenging career working in a vibrant environment with access to training and a vast network of experts, this could be the role for you. As part of our team, you'll be working with cutting-edge technologies and will have the opportunity to develop a wide range of new skills on the job.</p><p><strong>As a Project Manager (HR Software) you will be responsible for:</strong></p><ul><li>Requirements gathering, project planning and management, solution design, configuration and customization of BOSS.iNET products.</li><li>Lead the project and business teams through integration testing and UAT; manage and resolve test defects.</li><li>Technical analysis and documentation of integrated systems.</li><li>Providing expert advice on BOSS.iNET functionality, change management and other advisory services.</li><li>Suggesting solutions to customer based on best practices.</li><li>Track project performance, specifically to analyze the successful completion of short and long-term goals.</li><li>Develop comprehensive project plans to be shared with clients as well as other staff members.</li><li>Ensure resource availability and allocation.</li></ul><p><strong>Set yourself apart:</strong></p><ul><li>Demonstrated leadership skills</li><li>Proven ability to work creatively and analytically in a problem-solving environment</li><li>Onshore, client-facing experience across a variety of industries</li><li>Hands-on delivery in customer’s requirements</li><li>Proven ability to deliver projects</li><li>Strong stakeholder management</li><li>Good Business Change Management skills</li><li>Calm under pressure and can meet tight deadlines</li><li>Flexible, and must be prepared for travel to client sites</li></ul><p><strong>Attractive Salaries Benefit's:</strong></p><ul><li>Project Incentive</li><li>Performance Incentive</li><li>Hospitalization &amp; Surgical Insurance, Personal Accident Insurance and Medical coverage (sometimes we may fall sick)</li><li>Outstation Overnight, Accommodation and Travelling reimbursements (we got you covered!)</li><li>HP allowance, Meal and Hardship allowance</li><li>EPF, SOCSO, EIS coverage</li><li>Annual Leave, Medical Leave, Hospitalisation Leave, Marriage Leave, Maternity Leave, Paternity Leave &amp; Compassionate Leave provided</li></ul><p>If you are currently working as a HR Software Implementer, IT Coordinator or Project Executive you are strongly encouraged to apply.</p>",https://www.jobstreet.com.my/en/job/project-manager-5258944
"Senior Executive, Project Management",16-Jan-23,"<p>KEY ACCOUNTABILITIES;</p><ul><li>Defining project objectives, project scope, roles &amp; responsibilities</li><li>Defining resource requirements and managing resource availability &amp; allocation - both internal and third party</li><li>Outlining a budget based on requirement and tracking costs to deliver project on budget.</li><li>Preparing a detailed project plan to schedule key project milestones, workstreams &amp; activities</li><li>Managing delivery of the project according to this plan.</li><li>Tracking project and providing regular reports on project status to project team and key stakeholders.</li><li>Managing and adjusting for any changes in project scope, schedule and / or budget.</li><li>Identifying and mitigating potential risks.</li><li>Managing the relationship and communication with the client and all stakeholders, ensuring the project is delivered to their satisfaction.</li></ul><p>Requirements;</p><ul><li>Degree in Computer Science, Engineering, Information Technology or related field</li><li>Proven experience in document scanning and data capturing project or records management (more than 3 years)</li><li>Business &amp; commercial acumen and excellent stakeholder management skills</li><li>Analytical skills to correctly identify risks and solve and problems which may arise throughout the project.</li><li>Mathematical and budgeting skills</li><li>Good time management skills and the ability to juggle multiple tasks at once.</li></ul>",https://www.jobstreet.com.my/en/job/senior-executive-project-management-5248602
Project Manager/ Project Executive,17-Jan-23,"<ul><li>Plan and execute project action plans according to Company’s objective and to ensure implementation in accordance with the contract drawing and specification.</li><li>Involve in Project Management to ensure projects completed on time and cost effective with good quality.</li><li>To highlight problems at site or discrepancy in design and drawing propose cost saving solution before implementation.</li><li>To ensure activities conducted by the department adhere to ISO Standard Operating Procedure</li><li>Ensure contractor follow relevant authorities requirements or standards and instruction given by consultants.</li><li>Monitor site progress ensure it observe and follow schedule.</li><li>Liaise with Authorities to obtain fast approval and deliver projects with CFO/CCC.</li><li>Arrange for inspection and follow up approval from Authorities e.g. BP &amp; CFO.</li><li>Consult Project Department regarding government bodies’ guidelines and requirements to be followed and update the department regarding new requirements from time to time. <strong>* Subject to PM in charge.</strong></li><li>Any other duties that may be assigned by superior from time to time.</li></ul><p><strong><u>Requirement</u></strong></p><ul><li>Building and services management, infrastructure knowledge , authorities requirement, strata title.</li><li>Knowledge in AutoCAD &amp; Revit.</li><li>Leadership &amp; Management Skills.</li><li>Site &amp; Property Management.</li></ul>",https://www.jobstreet.com.my/en/job/project-manager-project-executive-5248665
Project Sales Executive (Based in Penang),19-Jan-23,"<p><strong>Looking for something new in your career? Don't want the normal boring office job? Coaching / Training Provided!</strong> <strong>About The Job</strong></p><ul><li>The power to influence and transform the development landscape with the world's latest tile trends is in your hands.</li><li>As an executive in the project sales division, it is your responsibility to proactively identify and develop business opportunities with developers and consultants as you create awareness of the brand and offer customised solutions to clients based on their business needs.</li><li>Your role involves coordinating with various internal and external departments to get things done efficiently.</li><li>Delivering presentations is a norm and you are confident in interacting with clients of all levels of an organisation.</li><li>It is also your responsibility to prepare comprehensive yet effective supporting materials, such as sample charts, catalogues, company profile, projects references, and technical specifications to provide a clear picture to your clients.</li><li>Apart from meeting individual sales targets, you are also tasked to analyse and finalise the delivery schedule and follow-up with excellent after-sales service to handle any site complaints that may arise</li><li>Part of your duty is to analyse and finalise the delivery schedule and follow-up with excellent after-sales service to handle any site complaints that may arise.</li></ul><p><strong>Requirements </strong></p><ul><li>Candidates must possess at least a Professional Certificate/Diploma/Bachelor Degree in any field.</li><li>At least 1 year of relevant working experience in Building Material industry will be an added advantage.</li><li>Good communication, presentation and writing skills.</li><li>Team player, positive attitude, innovative, self- motivated, responsible and able to handle stress.</li><li>Sociable/out-going personality.</li></ul><p><strong>Benefits :</strong></p><ul><li>5 working days per week</li><li>Attractive basic salary + rewarding incentive</li><li>Monthly phone allowance</li><li>PA: RM 100,000</li><li>Medical coverage: RM80,000</li><li>Medical claim: RM1,200 per annum</li><li>People-oriented company culture</li><li>Limitless opportunities for career growth </li></ul>",https://www.jobstreet.com.my/en/job/project-sales-executive-based-in-penang-5251824
Application Support Executive-L2 (Fintech project),20-Jan-23,"<p><strong>Job Descriptions:</strong></p><ul><li>Providing application support under the supervision of the Senior Engineer.</li><li>Performing analyses and troubleshooting on banking application - Open system / AS400.</li><li>Ability to learn and understand IT management software.</li><li>Ability to diagnose and solve application issues.</li></ul><p><strong>Job Requirements:</strong></p><ul><li>Obtained Diploma / Degree in software engineering, computer science, information technology, information systems, computer engineering, or similar.</li><li>Demonstrable experience as an application support engineer L2 (level 2) in a related field.</li><li>Experience in AS400 environment with writing SQL queries and Unix troubleshooting skill.</li><li>Exceptional communication skills in English</li></ul>",https://www.jobstreet.com.my/en/job/application-support-executive-l2-fintech-project-5253658
Project Coordinator Executive,13-Jan-23,"<p><strong>Job Description :</strong></p><ul><li><strong> </strong>Works closely with External IT consultant on IT related projects and ensures internal requirements, scope and objectives are successfully met by the External IT consultant;</li><li>Coordinates and drives project management activities with relevant internal departments on their IT system enhancement requirements;</li><li>Ensures sufficient resources are allocated accordingly to ensure projects are completed timely;</li><li>Analyses and manages the risks of the projects;</li><li>Monitors closely the projects progress and resolving issues that may arise from the projects;</li><li>Assists in procurement of resources if needed;</li><li>Assists in preparing budgets with the IT and Systems Manager; and</li><li>Assists in updating status of the projects to Management whenever required</li></ul><p><strong>Requirements :</strong></p><ul><li>Possesses a Degree in any relevant field;</li><li>Knowledge in IT and cybersecurity is not a necessity but will be an added advantage;</li><li>Possesses at least 3 years of working experience in related field;</li><li>Possesses project management skills and experience in vendor management;</li><li>Has experience in coordinating or managing projects related to technology and systems will be an added advantage;</li><li>Is a self-driven staff in carrying out the tasks assigned and is proactive to handle challenges that may arise;</li><li>Has strong interpersonal skills and maturity to relate with internal staff and external consultants especially when facing project issues;</li><li>Possesses exceptional analytical and problem solving skills;</li><li>Has excellent organisational and time management skills;</li><li>Is meticulous to details that is required to ensure success of the projects; and</li><li>Applicants must be willing to work in Klang and Kuala Lumpur</li></ul>",https://www.jobstreet.com.my/en/job/project-coordinator-executive-5246679
Process / Project / Production Engineer / Executive,28-Jan-23,"<p><strong>Job Descriptions:</strong></p><p><u>Key role and responsibilities:</u></p><p>1. Responsible for planning the department staff structure, and effectively implement and maintain the quality management system within the department.</p><p>2. Propose to operation for proper workflow or system to ease the production process.</p><p>3. Coordinate and lead site installation team for infrastructure and equipment installation work based on the given specifications and schedule.</p><p>4. Liaise with clients and suppliers on matters pertaining to project implementation.</p><p>5. Attend to outstation or overseas system FAT and inhouse SAT for the machineries, equipments, projects and etc.</p><p>6. Resolve problems by analysis and investigations.</p><p>7. Supervise and maintains subordinates by training and developing personal growth opportunities.</p><p>8. Responsibilities include overseeing the work output of supervised operators as well as the assignment, performance, and temporary personnel. Sets objectives, makes sure they are achieved, and is in charge of ongoing process improvement. uses judgement while organising and planning the task; keeps track of progress and reports on it. employs optimal business practises to boost productivity and assure success in areas of responsibility.</p><p>9. Upholds a secure workplace and a keen client focus. instructs staff on how to utilise tools and equipment properly.</p><p>10. Maintains appropriate records/documentation and ensures that they are current and correct.</p><p>11. May be responsible for processes across organizational lines.</p><p>12. May assemble new lines to verify tooling and techniques are appropriate.</p><p>13. Monitor and control all the process improvement activities in the plant and ensure compliance to the requirements practices in achieving plant target.</p><p>14. Explore any potential in process improvement in the plant for productivity and quality improvement.</p><p>15. Work together with the production and maintenance team to minimize machine breakdown and unnecessary downtime.</p><p>16. Lead, participate and contribute in plant productivity improvements and activities.</p><p>17. Work closely with supporting departments to achieve top efficiency, promote high morale and smooth production operation.</p><p>18. Assist the process team in finding, confirming, assessing, and putting into practise opportunities for process improvement and process engineering.</p><p>19. Provide technical and analytical support for process improvement initiatives</p><p>20. Develop process analysis and re-engineering to improve efficiency lower cost and improve product quality.</p><p>21. Perform project management, analytics, and measure to ensure milestone are met and deliverables achieved</p><p>22. To undertake any other ad hoc duties/task/projects assigned by the Immediate Superior, General Manager and above when required.</p>",https://www.jobstreet.com.my/en/job/process-project-production-engineer-executive-5257643
"PROJECT EXECUTIVE, COMMUNICATIONS",8-Jan-23,"<p><strong>LOOKING FOR A CAREER THAT MAKES THE WORLD A BETTER PLACE?</strong></p><p>World Vision is a community of passionate people who determined to help the most vulnerable children overcome poverty and injustice to experience fullness of like. We work in nearly 100 countries, making us one of the largest international humanitarian organisations in the world.</p><p><strong>What We Do</strong></p><p>Grounded in more than 70 years of experience and expertise, World Vision works alongside communities, supporters, partners and governments to change the way the world works for children, focusing on three specific areas: emergency relief, transformational development and promotion of justice.</p><p><strong>Why We Do It</strong></p><p>We are inspired and motivated by our faith. We believe in upholding, restoring and honouring the dignity and value of every human being, and we work alongside the most vulnerable as a demonstration of God’s love.</p><p>World Vision serves all people—without distinction of any kind, such as race, colour, gender, language, religion, political opinion, national or social origin, or other status.</p><p><strong>Why Work at World Vision</strong></p><p><strong>l Purpose-driven, passion-fueled work</strong></p><p>Even on the toughest days at work, you’ll end the day knowing that what you did today made a difference in someone’s life.</p><p><strong>l A career that counts</strong></p><p>Whatever your skills and expertise, it will be used to make an impact. You’ll also be kept sharp with lots of learning opportunities and exciting work! </p><p><strong>l Forge long-lasting relationships</strong></p><p>The people make the place, and the people here are like family. Not just our staff team, but our supporters and those we serve too. </p><p><strong>Purpose of the Job</strong></p><p>As a project executive, you support the development, planning and execution of project briefs submitted to the communications department. Efficient and organised, you enjoy turning project goals into clear, achievable milestones for various units to execute. </p><p>You're also a people person who lives for good conversations, working with others to bring bold ideas to life.</p><p><strong><u>Responsibilities</u></strong></p><ul><li>Assess communication briefs for clarity of purpose, as well as accuracy and adequacy of information provided by project owners</li><li>Lead &amp; drive the development of creative briefs and ensure achievement of communication needs &amp; requests according to stipulated timelines</li><li>Develop and maintain professional relationships with all relevant stakeholders, including internal creative team members, project owners, vendors etc.</li><li>Administer everyday operation for projects to ensure creative team and/or vendors adhere to deadlines and budgets.</li><li>Ensure risks/issues are being tracked and mitigated &amp; resolved. Provides regular status updates on the project plans to all stakeholders.</li><li>Obtain, evaluate, and process all quotations and invoices to ensure a cost-effective &amp; timely delivery of communication materials</li></ul><p><strong><u>Qualifications</u></strong></p><ul><li>At least one year of working experience, preferably with experience in coordinating and managing projects involving creative work</li><li>Bachelor’s Degree holder preferably in Mass Communications/Media/Marketing</li><li>Good working command of English and fluent in Mandarin preferred as role requires candidate to deal with Mandarin speaking partners.</li><li>Fast learner, able to work under pressure with minimum supervision</li><li>Certified Project Management skills/knowledge is an added advantage</li><li>Strong communication and interpersonal skills</li><li>Good planning skills and the ability to anticipate problems and develop a plan of action to prevent delays in project delivery</li></ul><p><strong>Please send your resume stating your availability and expected salary. </strong>Only shortlisted candidates will be notified.</p>",https://www.jobstreet.com.my/en/job/project-executive-communications-5238140
Project Executive,6-Jan-23,"<p><strong><u>Responsibilities</u></strong></p><ul><li>To plan, delegate, organize, and manage project work schedule and ensure timely and good quality project delivery.</li><li>Attend and participate in meetings with contractors and landlord representatives when required.</li><li>To source for and liaise with contractors / suppliers for sample materials and evaluate all quotations and ensure compliance to product requirements.</li><li>To ensure Bills of Quantities are in accordance with the drawings/specifications.</li><li>To review, evaluate, negotiate and propose recommendations on quotations submitted by the contractors / suppliers.</li><li>To identify cost trends to assist management in cost reduction and process improvement efforts.</li><li>Oversee maintenance issues when operational level is not able to resolve and/or when it requires attention.</li><li>Responsible for necessary Authority License application, Utilities Application, etc. prior to the completion of projects.</li><li>Constantly engages and effectively communicates with stakeholders including internal cross-departments, landlord, consultants, authority/government bodies and vendors.</li><li>Responsible for all the administration works involved in the related job scope.</li><li>To undertake other work or expertise related tasks assigned by the management from time to time.</li></ul><p><strong><u>Job Requirements:</u></strong></p><ul><li>At least Diploma or Degree holder in any field.</li><li>At least 1 year of working experience in Quantity Surveying or Project Management.</li><li>Experience with interior designing will be an added advantage.</li><li>Good understanding in Shopping Mall’s fit-out rules &amp; regulations.</li><li>Updated market information about pricing of renovation materials.</li><li>Good computer skills in Microsoft Office application.</li><li>Good communication skills and ability to converse and write English, Mandarin and Bahasa Malaysia. </li></ul>",https://www.jobstreet.com.my/en/job/project-executive-5238282
Project Executive - Contract,6-Jan-23,"<ul><li>Responsible for planning, lead and manage project to ensure smooth implementation, deliverables, objectives and scope are met within specific time and resources.</li><li>Monitoring and updating project cost forecast with actuals and incoming invoices monthly.</li><li>Prepare monthly reports and KPI trackers.</li><li>Manage tracking, reporting and progress update.</li><li>Work closely with CSE, Finance, Sourcing and Operations teams to ensure the project is progressing according to the timeline.</li><li>Support the project team in resolving project issues.</li><li>Ensure every project documentation sign-off and filling.</li></ul><p><strong>To be successful in this role:</strong></p><ul><li>Candidate must possess at least a Bachelor’s Degree, Post Graduate Diploma, Professional Degree or equivalent.</li><li>At least 2 years of working experience in a project executive role.</li><li>Proficient in MS Excel and SAP is added advantage.</li></ul><p>For those who have what it takes, please apply online or send in your profile to:</p><p><strong>Consultant: Fiona Yong</strong></p><p><strong>Email: fionayongbrightprospect.com.my</strong></p><p><strong>Tel : 03 - 7954 8440</strong></p><p>For more job opportunities, please visit www.brightprospect.com.my/Job_Listing.php</p><p>OUR SERVICE FOR JOB SEEKER IS FREE!</p>",https://www.jobstreet.com.my/en/job/project-executive-contract-5237417
Admin Executive (Cash 360 Project),11-Jan-23,"<p><strong>Purpose of the role:</strong></p><p>Carry out C360 administrative and implementation coordination activities per request from the business.</p><p><strong>Working Relationships:</strong></p><p><strong>Internal:</strong> Business Development Unit, Security, IT, CBIS, Finance, ATME Helpdesk, ATME C360 Field Operations team, CSA, Cash Planning, ATM Operations, ESS.</p><p><strong>External: </strong>Clients (Retailers and Bankers), vendors, suppliers, riggers.</p><p><strong>Key Accountabilities:</strong></p><ul><li>Coordinate C360 implementation tasks: site survey, installation, go live preparation, special projects/requests to ensure the deliveries are on time.</li><li>Register/update C360 product details/user access on internal systems.</li><li>Assist in C360 customer queries/problems, escalate to related PICs when required.</li><li>Aim to complete tasks as soon as possible by expediting pending implementation tasks to all related parties.</li><li>Prepare, input correct and updated information in the report file/system and ensure it is ready for stakeholders viewing anytime.</li><li>Assist to ensure all technician claims, invoices from vendors, suppliers and riggers are processed.</li><li>Establish good document and filing governance for future reference.</li><li>Maintain good working relationship with internal and external parties.</li><li>Participate in systems UAT when required.</li></ul><p><strong>Personal Qualities:</strong></p><ul><li>Able to work in a team environment and under pressure</li><li>Good analytical and problem solving skills</li><li>Responsible</li><li>Pleasant attitude and personality and able to work independently with minimum supervision</li></ul>",https://www.jobstreet.com.my/en/job/admin-executive-cash-360-project-5242328
